Date,Mkt-RF,SMB,HML,RF
2019-04-05,0.0052,0.0053,-0.0008,0.0001
2019-04-08,0.0008,-0.0029,0.001,0.0001
2019-04-09,-0.006500000000000001,-0.005699999999999999,-0.0014000000000000002,0.0001
2019-04-10,0.0048,0.0097,-0.001,0.0001
2019-04-11,0.0,-0.0031,0.0040999999999999995,0.0001
2019-04-12,0.006500000000000001,-0.005,0.0064,0.0001
2019-04-15,-0.0009,-0.0022,-0.0054,0.0001
2019-04-16,0.0013,0.0012,0.006999999999999999,0.0001
2019-04-17,-0.0032,-0.006999999999999999,0.0083,0.0001
2019-04-18,0.0011,-0.0025,-0.0051,0.0001
2019-04-22,0.0011,-0.0046,-0.0055000000000000005,0.0001
2019-04-23,0.0097,0.0072,-0.0048,0.0001
2019-04-24,-0.0023,0.0027,-0.0008,0.0001
2019-04-25,-0.0014000000000000002,-0.0075,-0.0019,0.0001
2019-04-26,0.0053,0.0043,0.0007000000000000001,0.0001
2019-04-29,0.0018,0.0008,0.0064,0.0001
2019-04-30,-0.0004,-0.006999999999999999,0.0028000000000000004,0.0001
2019-05-01,-0.0083,-0.001,-0.0002,8.999999999999999e-05
2019-05-02,-0.0016,0.0045000000000000005,-0.0027,8.999999999999999e-05
2019-05-03,0.0113,0.009399999999999999,-0.0027,8.999999999999999e-05
2019-05-06,-0.0039000000000000003,0.006,-0.0042,8.999999999999999e-05
2019-05-07,-0.0169,-0.0028000000000000004,0.005,8.999999999999999e-05
2019-05-08,-0.0022,-0.0015,-0.0032,8.999999999999999e-05
2019-05-09,-0.0028000000000000004,0.0008,0.0012,8.999999999999999e-05
2019-05-10,0.0034999999999999996,-0.0037,0.0008,8.999999999999999e-05
2019-05-13,-0.026699999999999998,-0.0073,0.0029,8.999999999999999e-05
2019-05-14,0.009300000000000001,0.004,-0.0002,8.999999999999999e-05
2019-05-15,0.0058,0.0005,-0.0095,8.999999999999999e-05
2019-05-16,0.0091,-0.004,-0.0032,8.999999999999999e-05
2019-05-17,-0.0073,-0.008,0.0029,8.999999999999999e-05
2019-05-20,-0.006500000000000001,-0.0023,0.0072,8.999999999999999e-05
2019-05-21,0.009000000000000001,0.0043,-0.0034999999999999996,8.999999999999999e-05
2019-05-22,-0.004,-0.0052,-0.0059,8.999999999999999e-05
2019-05-23,-0.0137,-0.0069,-0.0027,8.999999999999999e-05
2019-05-24,0.0023,0.005,0.0031,8.999999999999999e-05
2019-05-28,-0.0078000000000000005,0.0029,-0.0063,8.999999999999999e-05
2019-05-29,-0.0070999999999999995,-0.0029,0.0042,8.999999999999999e-05
2019-05-30,0.0014000000000000002,-0.0028000000000000004,-0.0077,8.999999999999999e-05
2019-05-31,-0.0137,-0.0022,-0.0009,8.999999999999999e-05
2019-06-03,-0.004,0.0034999999999999996,0.0165,8.999999999999999e-05
2019-06-04,0.0233,0.0042,-0.0002,8.999999999999999e-05
2019-06-05,0.006999999999999999,-0.0098,-0.0097,8.999999999999999e-05
2019-06-06,0.0055000000000000005,-0.0104,0.0001,8.999999999999999e-05
2019-06-07,0.0104,0.0005,-0.012,8.999999999999999e-05
2019-06-10,0.0053,-0.0004,0.0008,8.999999999999999e-05
2019-06-11,-0.0012,-0.0025,0.0055000000000000005,8.999999999999999e-05
2019-06-12,-0.002,0.0040999999999999995,-0.0098,8.999999999999999e-05
2019-06-13,0.0052,0.0067,-0.0004,8.999999999999999e-05
2019-06-14,-0.0027,-0.0079,0.0031,8.999999999999999e-05
2019-06-17,0.0015,0.0063,-0.011200000000000002,8.999999999999999e-05
2019-06-18,0.0104,0.0016,0.0033,8.999999999999999e-05
2019-06-19,0.0032,0.0011,-0.006,8.999999999999999e-05
2019-06-20,0.0089,-0.0036,-0.0023,8.999999999999999e-05
2019-06-21,-0.0021,-0.004699999999999999,-0.0004,8.999999999999999e-05
2019-06-24,-0.0034000000000000002,-0.0089,0.0008,8.999999999999999e-05
2019-06-25,-0.0098,0.0034000000000000002,0.0070999999999999995,8.999999999999999e-05
2019-06-26,-0.0006,-0.0005,0.0025,8.999999999999999e-05
2019-06-27,0.006,0.014199999999999999,-0.0009,8.999999999999999e-05
2019-06-28,0.0068000000000000005,0.0064,0.0060999999999999995,8.999999999999999e-05
2019-07-01,0.0075,-0.0054,-0.0013,8.999999999999999e-05
2019-07-02,0.0014000000000000002,-0.0079,-0.008100000000000001,8.999999999999999e-05
2019-07-03,0.0078000000000000005,-0.0004,-0.0033,8.999999999999999e-05
2019-07-05,-0.001,0.0016,0.0091,8.999999999999999e-05
2019-07-08,-0.0058,-0.0045000000000000005,0.0005,8.999999999999999e-05
2019-07-09,0.0018,-0.0015,-0.0043,8.999999999999999e-05
2019-07-10,0.004,-0.0015,-0.0036,8.999999999999999e-05
2019-07-11,0.0019,-0.0079,0.0004,8.999999999999999e-05
2019-07-12,0.0053,0.0018,0.0040999999999999995,8.999999999999999e-05
2019-07-15,-0.0004,-0.0034000000000000002,-0.010700000000000001,8.999999999999999e-05
2019-07-16,-0.0032,0.0034999999999999996,0.001,8.999999999999999e-05
2019-07-17,-0.0064,-0.0015,-0.006500000000000001,8.999999999999999e-05
2019-07-18,0.0034999999999999996,-0.0029,0.0002,8.999999999999999e-05
2019-07-19,-0.005600000000000001,0.0015,0.0086,8.999999999999999e-05
2019-07-22,0.0025,-0.0044,-0.0049,8.999999999999999e-05
2019-07-23,0.006500000000000001,-0.0023,0.008100000000000001,8.999999999999999e-05
2019-07-24,0.0066,0.0074,0.0085,8.999999999999999e-05
2019-07-25,-0.0063,-0.0066,-0.0012,8.999999999999999e-05
2019-07-26,0.008199999999999999,0.0039000000000000003,-0.0019,8.999999999999999e-05
2019-07-29,-0.0032,-0.0034000000000000002,-0.0046,8.999999999999999e-05
2019-07-30,-0.0017000000000000001,0.013600000000000001,0.0089,8.999999999999999e-05
2019-07-31,-0.0109,0.0012,0.0060999999999999995,8.999999999999999e-05
2019-08-01,-0.0104,-0.0042,-0.019,7.000000000000001e-05
2019-08-02,-0.0087,-0.0031,0.0007000000000000001,7.000000000000001e-05
2019-08-05,-0.030699999999999998,-0.0001,0.0,7.000000000000001e-05
2019-08-06,0.0129,-0.0042,-0.0059,7.000000000000001e-05
2019-08-07,0.0007000000000000001,0.0008,-0.009000000000000001,7.000000000000001e-05
2019-08-08,0.0197,0.0004,-0.0023,7.000000000000001e-05
2019-08-09,-0.0078000000000000005,-0.0042,-0.0023,7.000000000000001e-05
2019-08-12,-0.0132,0.0028000000000000004,-0.0027,7.000000000000001e-05
2019-08-13,0.0147,-0.0017000000000000001,-0.0054,7.000000000000001e-05
2019-08-14,-0.029500000000000002,0.0022,-0.0051,7.000000000000001e-05
